20820;1176196;6108390;1;1;1
20810;1176196;6108394;1;1;1
20820;1176213;6158844;1;1;0
20810;1176213;6158844;1;1;0
20815;1176214;6158845;0;1;0
20801;1176214;6158847;1;1;0
20801;1176328;6108060;1;1;0
20820;1176456;6114396;1;1;1
20810;1176456;6114396;1;1;1
20820;1176490;6108236;1;1;1
20801;1176501;6108421;1;1;1
20815;1176522;6108479;0;1;1
20820;1176545;6108489;1;1;1
20810;1176547;6108490;1;1;1
20820;1176548;6108974;1;1;1
20810;1176548;6108974;1;1;1
20810;1176568;6108223;1;1;1
20801;1176580;6109164;1;1;1
20820;1176652;6109446;1;1;1
20820;1176667;6108559;1;1;1
20810;1176667;6108559;1;1;1
20810;1176673;6109257;1;1;1
20820;1176689;6109834;1;1;1
20810;1176690;6109843;1;1;1
20801;1176691;6109841;1;1;1
20801;1176692;6108011;1;1;1
20810;1176709;6108011;1;1;1
20820;1176711;6107993;1;1;1
20810;1176879;6120482;1;1;1
20801;1176879;6120485;1;1;1
20820;1176890;6120469;1;1;1
20801;1177474;6110872;0;1;1
20810;1177475;6110669;1;1;1
20820;1177477;6110666;1;1;1
20815;1177477;6110667;0;1;1
20810;1177779;6110009;1;1;1
20815;1177784;6110245;0;1;1
20820;1177785;6110017;1;1;1
20801;1177922;6110130;1;1;1
20801;1178112;6109479;0;1;1
20801;1178256;6110309;1;1;1
20801;1178339;6182845;1;1;1
20801;1178378;6115515;1;1;1
20820;1178387;6182768;1;1;1
20810;1178387;6182768;1;1;1
20815;1178430;6182811;0;1;1
20810;1178712;6095740;1;1;0
20820;1178756;6095523;1;1;0
20801;1178765;6095521;0;1;0
20820;1178896;6112110;1;1;1
20810;1178903;6112211;1;1;1
20810;1179066;6137304;1;1;1
20820;1179077;6137243;1;1;1
20815;1179078;6137243;0;1;0
20801;1179090;6137253;1;1;1
20801;1179123;6111737;1;1;1
20820;1179223;6112050;1;1;0
20801;1179316;6109561;1;1;1
20815;1179318;6109558;0;1;1
20820;1179498;6109558;1;1;1
20810;1179503;6109587;1;1;1
20801;1179569;6100033;1;1;0
20815;1179911;6174662;0;1;1
20820;1180004;6174693;1;1;0
20815;1180107;6091654;0;1;1
20815;1180107;6091654;0;1;1
20801;1180473;6109676;1;1;1
20820;1180475;6091628;1;1;1
20810;1180475;6091628;1;1;1
20820;1180494;6112241;1;1;1
20810;1180502;6112248;1;1;1
20801;1180505;6112253;1;1;1
20820;1180685;6111335;1;1;1
20810;1180689;6111337;1;1;1
20801;1180716;6091836;1;0;1
20801;1181045;6116322;0;0;1
20810;1181161;6116258;1;1;1
20820;1181175;6116256;1;1;1
20820;1181191;6108946;1;1;1
20810;1181236;6108962;1;1;1
20820;1181263;6098144;1;1;1
20810;1181263;6098144;1;1;1
20801;1181300;6108665;1;1;1
20801;1181423;6142817;0;1;0
20810;1181433;6142810;1;1;0
20815;1181434;6142810;0;1;0
20820;1181443;6142826;1;1;0
20801;1181455;6142632;1;0;0
20801;1181530;6112506;0;1;0
20820;1181557;6102341;1;1;1
20810;1181557;6102341;1;1;1
20801;1181640;6174588;1;1;1
20820;1181661;6099755;1;1;1
20810;1181661;6099755;1;1;1
20815;1182015;6181094;0;1;1
20820;1182241;6180831;1;1;1
20810;1182251;6180870;1;1;1
20810;1182262;6114048;1;1;1
20820;1182262;6114053;1;1;1
20801;1182264;6114054;1;1;1
20801;1182271;6180811;1;1;0
20801;1182331;6185510;1;1;1
20820;1182785;6105968;1;1;1
20810;1182794;6105958;1;1;1
20810;1182871;6086893;1;1;1
20820;1182873;6086893;1;1;1
20801;1182903;6122104;1;1;1
20801;1182958;6105480;1;1;1
20810;1183545;6109535;1;1;1
20820;1183562;6109475;1;1;1
20801;1183949;6120410;1;1;0
20820;1184787;6115316;1;1;1
20810;1184787;6115316;1;1;1
20801;1184959;6110228;1;1;1
20801;1185507;6132022;1;1;0
20820;1185507;6132023;1;1;0
20815;1185507;6132023;0;1;0
20810;1185507;6132023;1;1;0
20810;1185535;6149774;1;1;1
20820;1185632;6149816;1;1;1
20820;1185776;6184741;1;1;1
20801;1185796;6184714;1;1;1
20815;1185796;6184723;0;1;1
20810;1185858;6184828;1;1;1
20801;1186069;6188496;1;1;1
20801;1186069;6188496;1;0;0
20820;1186177;6188500;1;1;0
20810;1186190;6188497;1;0;0
20820;1186433;6178814;1;1;0
20820;1187373;6188714;1;1;1
20810;1187373;6188732;1;1;1
20801;1187479;6077188;1;1;0
20820;1187485;6119131;1;1;1
20810;1187485;6119131;1;1;1
20801;1187834;6163150;1;1;0
20801;1188589;6109142;1;1;0
20820;1188592;6109138;1;1;0
20820;1188634;6186967;1;1;1
20810;1188634;6186967;1;1;1
20801;1188649;6186953;1;1;1
20820;1188766;6099303;1;1;0
20815;1188766;6099303;0;1;0
20810;1188766;6099303;1;1;0
20801;1188822;6099307;1;1;0
20810;1188954;6115940;1;1;0
20820;1189237;6126463;1;1;0
20810;1189237;6126463;1;1;0
20815;1189237;6126464;0;1;0
20801;1189237;6126466;1;1;0
20810;1189374;6126290;1;1;1
20801;1189374;6126292;1;1;1
20820;1189375;6126290;1;1;1
20815;1189376;6126291;0;1;0
20801;1189725;6066971;1;1;1
20801;1190231;6117024;1;1;1
20820;1190234;6117025;1;1;1
20810;1190237;6117032;1;1;1
20815;1191210;6136875;0;1;0
20810;1191210;6136875;1;1;0
20801;1191210;6136877;1;1;0
20810;1191410;6109021;1;1;1
20801;1191413;6108989;1;1;0
20820;1191420;6136930;1;1;0
20801;1191470;6181320;1;1;1
20820;1191602;6108985;1;1;1
20820;1191776;6084197;1;1;1
20810;1191776;6084197;1;1;1
20801;1192438;6107321;1;1;0
20815;1192863;6081310;0;1;1
20820;1192864;6081278;1;1;1
20810;1192881;6081294;1;1;1
20801;1193177;6082297;1;1;1
20810;1193289;6104693;1;1;1
20801;1193296;6084537;1;1;0
20801;1193334;6104719;1;1;1
20801;1193337;6092000;1;1;1
20820;1193339;6091957;1;1;1
20810;1193339;6091957;1;1;1
20815;1193352;6092004;0;1;1
20820;1193372;6104794;1;1;1
20801;1193796;6086389;1;1;1
20820;1193936;6176174;1;1;0
20810;1193936;6176174;1;1;0
20815;1193937;6176174;0;1;0
20801;1194161;6176217;1;1;0
20801;1194194;6082058;1;1;1
20810;1194210;6183968;1;1;1
20820;1194506;6183814;1;1;1
20820;1194543;6190994;1;0;0
20801;1194550;6191011;1;1;1
20810;1194687;6191005;1;1;0
20820;1194724;6114945;1;1;0
20820;1194863;6073897;1;1;1
20810;1194863;6073897;1;1;1
20801;1195014;6073942;1;1;1
20801;1195426;6157539;0;0;0
20801;1195496;6157545;1;1;0
20820;1195964;6184669;1;1;1
20810;1195964;6184669;1;1;1
20801;1195964;6184672;1;1;0
